Hex	Rank	Emoji	Year	Category	Subcategory	Name
\x{1F5A8 FE0F}	1164	🖨️	2014	Objects	computer	printer
\x{1F6E0 FE0F}	1165	🛠️	2014	Objects	tool	hammer and wrench
\x{1F1E6 1F1F1}	1166	🇦🇱	2015	Flags	country-flag	flag: Albania
\x{1F469 200D 1F9B2}	1167	👩‍🦲	2018	People & Body	person	woman: bald
\x{1F97C}	1168	🥼	2018	Objects	clothing	lab coat
\x{2695 FE0F}	1169	⚕️	2016	Symbols	other-symbol	medical symbol
\x{27BF}	1170	➿	2015	Symbols	other-symbol	double curly loop
\x{1F1E7 1F1EC}	1171	🇧🇬	2015	Flags	country-flag	flag: Bulgaria
\x{1F936}	1172	🤶	2016	People & Body	person-fantasy	Mrs. Claus
\x{1F555}	1173	🕕	2010	Travel & Places	time	six o’clock
\x{1F3D1}	1174	🏑	2015	Activities	sport	field hockey
\x{1F468 200D 1F469 200D 1F466}	1175	👨‍👩‍👦	2015	People & Body	family	family: man, woman, boy
\x{1F503}	1176	🔃	2010	Symbols	arrow	clockwise vertical arrows
\x{1F4F5}	1177	📵	2015	Symbols	warning	no mobile phones
\x{1F236}	1178	🈶	2010	Symbols	alphanum	Japanese “not free of charge” button
\x{1F94F}	1179	🥏	2018	Activities	sport	flying disc
\x{26F4 FE0F}	1180	⛴️	2014	Travel & Places	transport-water	ferry
\x{1F468 200D 1F33E}	1181	👨‍🌾	2016	People & Body	person-role	man farmer
\x{1F1E6 1F1FF}	1182	🇦🇿	2015	Flags	country-flag	flag: Azerbaijan
\x{1F4F3}	1183	📳	2010	Symbols	av-symbol	vibration mode
\x{23 FE0F 20E3}	1184	#️⃣	2010	Symbols	keycap	keycap: #
\x{1F191}	1185	🆑	2010	Symbols	alphanum	CL button
\x{26F8 FE0F}	1186	⛸️	2014	Activities	sport	ice skate
\x{1F4EB}	1187	📫	2010	Objects	mail	closed mailbox with raised flag
\x{1F556}	1188	🕖	2010	Travel & Places	time	seven o’clock
\x{1F1F8 1F1FB}	1189	🇸🇻	2015	Flags	country-flag	flag: El Salvador
\x{1F1F1 1F1FE}	1190	🇱🇾	2015	Flags	country-flag	flag: Libya
\x{1F1EB 1F1EE}	1191	🇫🇮	2015	Flags	country-flag	flag: Finland
\x{1F68B}	1192	🚋	2015	Travel & Places	transport-ground	tram car
\x{2626 FE0F}	1193	☦️	2015	Symbols	religion	orthodox cross
\x{1F1F5 1F1FE}	1194	🇵🇾	2015	Flags	country-flag	flag: Paraguay
\x{1F529}	1195	🔩	2010	Objects	tool	nut and bolt
\x{269B FE0F}	1196	⚛️	2015	Symbols	religion	atom symbol
\x{1F557}	1197	🕗	2010	Travel & Places	time	eight o’clock
\x{1F4C2}	1198	📂	2010	Objects	office	open file folder
\x{1F687}	1199	🚇	2010	Travel & Places	transport-ground	metro
\x{1F94C}	1200	🥌	2017	Activities	sport	curling stone
\x{1F469 200D 1F3A8}	1201	👩‍🎨	2016	People & Body	person-role	woman artist
\x{21AA FE0F}	1202	↪️	2010	Symbols	arrow	left arrow curving right
\x{1F1FB 1F1F3}	1203	🇻🇳	2015	Flags	country-flag	flag: Vietnam
\x{1F1E9 1F1F0}	1204	🇩🇰	2015	Flags	country-flag	flag: Denmark
\x{1F9F0}	1205	🧰	2018	Objects	tool	toolbox
\x{1F3DA FE0F}	1206	🏚️	2014	Travel & Places	place-building	derelict house
\x{2328 FE0F}	1207	⌨️	2015	Objects	computer	keyboard
\x{1F55A}	1208	🕚	2010	Travel & Places	time	eleven o’clock
\x{1F68F}	1209	🚏	2010	Travel & Places	transport-ground	bus stop
\x{1F9EF}	1210	🧯	2018	Objects	household	fire extinguisher
\x{1F1F9 1F1FC}	1211	🇹🇼	2015	Flags	country-flag	flag: Taiwan
\x{1F50F}	1212	🔏	2010	Objects	lock	locked with pen
\x{1F468 200D 1F469 200D 1F467}	1213	👨‍👩‍👧	2015	People & Body	family	family: man, woman, girl
\x{1F9F7}	1214	🧷	2018	Objects	household	safety pin
\x{1F469 200D 1F52C}	1215	👩‍🔬	2016	People & Body	person-role	woman scientist
\x{1F1ED 1F1FA}	1216	🇭🇺	2015	Flags	country-flag	flag: Hungary
\x{1F1F3 1F1EE}	1217	🇳🇮	2015	Flags	country-flag	flag: Nicaragua
\x{1F6B7}	1218	🚷	2015	Symbols	warning	no pedestrians
\x{1F39B FE0F}	1219	🎛️	2014	Objects	music	control knobs
\x{1F68E}	1220	🚎	2015	Travel & Places	transport-ground	trolleybus
\x{1F689}	1221	🚉	2010	Travel & Places	transport-ground	station
\x{1F1E7 1F1F4}	1222	🇧🇴	2015	Flags	country-flag	flag: Bolivia
\x{1F1F2 1F1E8}	1223	🇲🇨	2015	Flags	country-flag	flag: Monaco
\x{1F18E}	1224	🆎	2010	Symbols	alphanum	AB button (blood type)
\x{1F472}	1225	👲	2010	People & Body	person-role	person with skullcap
\x{1F554}	1226	🕔	2010	Travel & Places	time	five o’clock
\x{1F468 200D 1F9B3}	1227	👨‍🦳	2018	People & Body	person	man: white hair
\x{26B1 FE0F}	1228	⚱️	2015	Objects	other-object	funeral urn
\x{2A FE0F 20E3}	1229	*️⃣	2015	Symbols	keycap	keycap: *
\x{1F1F0 1F1FC}	1230	🇰🇼	2015	Flags	country-flag	flag: Kuwait
\x{1F4BE}	1231	💾	2010	Objects	computer	floppy disk
\x{1F1F6 1F1E6}	1232	🇶🇦	2015	Flags	country-flag	flag: Qatar
\x{2797}	1233	➗	2010	Symbols	math	divide
\x{1F5FA FE0F}	1234	🗺️	2014	Travel & Places	place-map	world map
\x{1F3FA}	1235	🏺	2015	Food & Drink	dishware	amphora
\x{1F54E}	1236	🕎	2015	Symbols	religion	menorah
\x{1F469 200D 1F9B1}	1237	👩‍🦱	2018	People & Body	person	woman: curly hair
\x{1F1EC 1F1F9}	1238	🇬🇹	2015	Flags	country-flag	flag: Guatemala
\x{1F469 200D 1F467}	1239	👩‍👧	2016	People & Body	family	family: woman, girl
\x{1F1F3 1F1F4}	1240	🇳🇴	2015	Flags	country-flag	flag: Norway
\x{1F4B1}	1241	💱	2010	Symbols	currency	currency exchange
\x{1F6B3}	1242	🚳	2015	Symbols	warning	no bicycles
\x{1F1EC 1F1EA}	1243	🇬🇪	2015	Flags	country-flag	flag: Georgia
\x{1F579 FE0F}	1244	🕹️	2014	Activities	game	joystick
\x{1F6F3 FE0F}	1245	🛳️	2014	Travel & Places	transport-water	passenger ship
\x{1F469 200D 1F9B3}	1246	👩‍🦳	2018	People & Body	person	woman: white hair
\x{1F6BB}	1247	🚻	2010	Symbols	transport-sign	restroom
\x{1F1E7 1F1ED}	1248	🇧🇭	2015	Flags	country-flag	flag: Bahrain
\x{1F4DF}	1249	📟	2010	Objects	phone	pager
\x{1F250}	1250	🉐	2010	Symbols	alphanum	Japanese “bargain” button
\x{1F1E8 1F1F2}	1251	🇨🇲	2015	Flags	country-flag	flag: Cameroon
\x{1F239}	1252	🈹	2010	Symbols	alphanum	Japanese “discount” button
\x{1F1E8 1F1E9}	1253	🇨🇩	2015	Flags	country-flag	flag: Congo - Kinshasa
\x{1F1ED 1F1F9}	1254	🇭🇹	2015	Flags	country-flag	flag: Haiti
\x{1F97F}	1255	🥿	2018	Objects	clothing	flat shoe
\x{1F1ED 1F1F3}	1256	🇭🇳	2015	Flags	country-flag	flag: Honduras
\x{1F565}	1257	🕥	2014	Travel & Places	time	ten-thirty
\x{1F1F8 1F1EC}	1258	🇸🇬	2015	Flags	country-flag	flag: Singapore
\x{1F468 200D 1F3A4}	1259	👨‍🎤	2016	People & Body	person-role	man singer
\x{1F1F5 1F1E6}	1260	🇵🇦	2015	Flags	country-flag	flag: Panama
\x{1F1E8 1F1F7}	1261	🇨🇷	2015	Flags	country-flag	flag: Costa Rica
\x{23EB}	1262	⏫	2010	Symbols	av-symbol	fast up button
\x{1F1F0 1F1EA}	1263	🇰🇪	2015	Flags	country-flag	flag: Kenya
\x{2638 FE0F}	1264	☸️	2014	Symbols	religion	wheel of dharma
\x{1F1EF 1F1F4}	1265	🇯🇴	2015	Flags	country-flag	flag: Jordan
\x{1F469 200D 1F4BC}	1266	👩‍💼	2016	People & Body	person-role	woman office worker
\x{1F469 200D 1F680}	1267	👩‍🚀	2016	People & Body	person-role	woman astronaut
\x{1F533}	1268	🔳	2010	Symbols	geometric	white square button
\x{1F55E}	1269	🕞	2014	Travel & Places	time	three-thirty
\x{1F1F9 1F1F3}	1270	🇹🇳	2015	Flags	country-flag	flag: Tunisia
\x{1F1E6 1F1EB}	1271	🇦🇫	2015	Flags	country-flag	flag: Afghanistan
\x{1F502}	1272	🔂	2015	Symbols	av-symbol	repeat single button
\x{1F469 200D 1F692}	1273	👩‍🚒	2016	People & Body	person-role	woman firefighter
\x{1F6A0}	1274	🚠	2015	Travel & Places	transport-air	mountain cableway
\x{23FA FE0F}	1275	⏺️	2014	Symbols	av-symbol	record button
\x{1F3E3}	1276	🏣	2010	Travel & Places	place-building	Japanese post office
\x{1F45D}	1277	👝	2010	Objects	clothing	clutch bag
\x{1F1E7 1F1E9}	1278	🇧🇩	2015	Flags	country-flag	flag: Bangladesh
\x{1F1F3 1F1FF}	1279	🇳🇿	2015	Flags	country-flag	flag: New Zealand
\x{1F468 200D 1F680}	1280	👨‍🚀	2016	People & Body	person-role	man astronaut
\x{1F468 200D 2708 FE0F}	1281	👨‍✈️	2016	People & Body	person-role	man pilot
\x{21A9 FE0F}	1282	↩️	2010	Symbols	arrow	right arrow curving left
\x{1F68A}	1283	🚊	2015	Travel & Places	transport-ground	tram
\x{1F3ED}	1284	🏭	2010	Travel & Places	place-building	factory
\x{1F1F3 1F1F5}	1285	🇳🇵	2015	Flags	country-flag	flag: Nepal
\x{1F6CE FE0F}	1286	🛎️	2014	Travel & Places	hotel	bellhop bell
\x{26CE}	1287	⛎	2010	Symbols	zodiac	Ophiuchus
\x{1F1ED 1F1F0}	1288	🇭🇰	2015	Flags	country-flag	flag: Hong Kong SAR China
\x{1F1F9 1F1F9}	1289	🇹🇹	2015	Flags	country-flag	flag: Trinidad & Tobago
\x{1F3D7 FE0F}	1290	🏗️	2014	Travel & Places	place-building	building construction
\x{1F1EE 1F1F7}	1291	🇮🇷	2015	Flags	country-flag	flag: Iran
\x{1F688}	1292	🚈	2015	Travel & Places	transport-ground	light rail
\x{1F500}	1293	🔀	2015	Symbols	av-symbol	shuffle tracks button
\x{2697 FE0F}	1294	⚗️	2015	Objects	science	alembic
\x{1F6BE}	1295	🚾	2010	Symbols	transport-sign	water closet
\x{1F1E8 1F1FF}	1296	🇨🇿	2015	Flags	country-flag	flag: Czechia
\x{1F5EF FE0F}	1297	🗯️	2014	Smileys & Emotion	emotion	right anger bubble
\x{1F1F8 1F1FE}	1298	🇸🇾	2015	Flags	country-flag	flag: Syria
\x{1F469 200D 1F527}	1299	👩‍🔧	2016	People & Body	person-role	woman mechanic
\x{1F1FF 1F1FC}	1300	🇿🇼	2015	Flags	country-flag	flag: Zimbabwe
\x{1F69D}	1301	🚝	2015	Travel & Places	transport-ground	monorail
\x{1F1F3 1F1EA}	1302	🇳🇪	2015	Flags	country-flag	flag: Niger
\x{23F2 FE0F}	1303	⏲️	2015	Travel & Places	time	timer clock
\x{1F1ED 1F1F7}	1304	🇭🇷	2015	Flags	country-flag	flag: Croatia
\x{1F1FA 1F1EC}	1305	🇺🇬	2015	Flags	country-flag	flag: Uganda
\x{1F1F8 1F1E9}	1306	🇸🇩	2015	Flags	country-flag	flag: Sudan
\x{1F1F7 1F1F8}	1307	🇷🇸	2015	Flags	country-flag	flag: Serbia
\x{1F5B1 FE0F}	1308	🖱️	2014	Objects	computer	computer mouse
\x{1F1E6 1F1F4}	1309	🇦🇴	2015	Flags	country-flag	flag: Angola
\x{1F54D}	1310	🕍	2015	Travel & Places	place-religious	synagogue
\x{1F234}	1311	🈴	2010	Symbols	alphanum	Japanese “passing grade” button
\x{1F3DB FE0F}	1312	🏛️	2014	Travel & Places	place-building	classical building
\x{1F69F}	1313	🚟	2015	Travel & Places	transport-air	suspension railway
\x{23EE FE0F}	1314	⏮️	2014	Symbols	av-symbol	last track button
\x{1F570 FE0F}	1315	🕰️	2014	Travel & Places	time	mantelpiece clock
\x{1F22F}	1316	🈯	2010	Symbols	alphanum	Japanese “reserved” button
\x{1F6AF}	1317	🚯	2015	Symbols	warning	no littering
\x{1F468 200D 1F692}	1318	👨‍🚒	2016	People & Body	person-role	man firefighter
\x{1F468 200D 1F4BC}	1319	👨‍💼	2016	People & Body	person-role	man office worker
\x{1F468 200D 1F9B2}	1320	👨‍🦲	2018	People & Body	person	man: bald
\x{1F1F8 1F1F3}	1321	🇸🇳	2015	Flags	country-flag	flag: Senegal
\x{1F468 200D 1F9B1}	1322	👨‍🦱	2018	People & Body	person	man: curly hair
\x{1F468 200D 1F3A8}	1323	👨‍🎨	2016	People & Body	person-role	man artist
\x{1F524}	1324	🔤	2010	Symbols	alphanum	input latin letters
\x{1F6C2}	1325	🛂	2015	Symbols	transport-sign	passport control
\x{23F8 FE0F}	1326	⏸️	2014	Symbols	av-symbol	pause button
\x{1F1EA 1F1EA}	1327	🇪🇪	2015	Flags	country-flag	flag: Estonia
\x{1F1E7 1F1E6}	1328	🇧🇦	2015	Flags	country-flag	flag: Bosnia & Herzegovina
\x{1F4EA}	1329	📪	2010	Objects	mail	closed mailbox with lowered flag
\x{1F469 200D 2696 FE0F}	1330	👩‍⚖️	2016	People & Body	person-role	woman judge
\x{1F1EC 1F1F3}	1331	🇬🇳	2015	Flags	country-flag	flag: Guinea
\x{1F468 200D 1F52C}	1332	👨‍🔬	2016	People & Body	person-role	man scientist
\x{1F468 200D 1F469 200D 1F467 200D 1F467}	1333	👨‍👩‍👧‍👧	2015	People & Body	family	family: man, woman, girl, girl
\x{1F6A1}	1334	🚡	2015	Travel & Places	transport-air	aerial tramway
\x{1F3E4}	1335	🏤	2015	Travel & Places	place-building	post office
\x{1F1FF 1F1F2}	1336	🇿🇲	2015	Flags	country-flag	flag: Zambia
\x{1F1E7 1F1EF}	1337	🇧🇯	2015	Flags	country-flag	flag: Benin
\x{1F1FB 1F1EE}	1338	🇻🇮	2015	Flags	country-flag	flag: U.S. Virgin Islands
\x{1F6E4 FE0F}	1339	🛤️	2014	Travel & Places	transport-ground	railway track
\x{1F69E}	1340	🚞	2015	Travel & Places	transport-ground	mountain railway
\x{1F468 200D 1F9B0}	1341	👨‍🦰	2018	People & Body	person	man: red hair
\x{1F1E6 1F1E9}	1342	🇦🇩	2015	Flags	country-flag	flag: Andorra
\x{1F1F7 1F1F4}	1343	🇷🇴	2015	Flags	country-flag	flag: Romania
\x{1F5D2 FE0F}	1344	🗒️	2014	Objects	office	spiral notepad
\x{1F23A}	1345	🈺	2010	Symbols	alphanum	Japanese “open for business” button
\x{1F468 200D 1F466}	1346	👨‍👦	2016	People & Body	family	family: man, boy
\x{1F1FA 1F1F3}	1347	🇺🇳	2016	Flags	country-flag	flag: United Nations
\x{1F468 200D 1F469 200D 1F466 200D 1F466}	1348	👨‍👩‍👦‍👦	2015	People & Body	family	family: man, woman, boy, boy
\x{1F1E7 1F1E7}	1349	🇧🇧	2015	Flags	country-flag	flag: Barbados
\x{1F469 200D 2708 FE0F}	1350	👩‍✈️	2016	People & Body	person-role	woman pilot
\x{1F1E7 1F1F3}	1351	🇧🇳	2015	Flags	country-flag	flag: Brunei
\x{1F4ED}	1352	📭	2014	Objects	mail	open mailbox with lowered flag
\x{1F469 200D 1F466}	1353	👩‍👦	2016	People & Body	family	family: woman, boy
\x{1F1F8 1F1F4}	1354	🇸🇴	2015	Flags	country-flag	flag: Somalia
\x{1F1E7 1F1FC}	1355	🇧🇼	2015	Flags	country-flag	flag: Botswana
\x{1F5C4 FE0F}	1356	🗄️	2014	Objects	office	file cabinet
\x{1F441 FE0F 200D 1F5E8 FE0F}	1357	👁️‍🗨️	2015	Smileys & Emotion	emotion	eye in speech bubble
\x{1F1EA 1F1F9}	1358	🇪🇹	2015	Flags	country-flag	flag: Ethiopia
\x{1F1F9 1F1FF}	1359	🇹🇿	2015	Flags	country-flag	flag: Tanzania
\x{1F1F1 1F1FB}	1360	🇱🇻	2015	Flags	country-flag	flag: Latvia
\x{1F468 200D 1F527}	1361	👨‍🔧	2016	People & Body	person-role	man mechanic
\x{1F1EE 1F1F8}	1362	🇮🇸	2015	Flags	country-flag	flag: Iceland
\x{1F561}	1363	🕡	2014	Travel & Places	time	six-thirty
\x{1F468 200D 2696 FE0F}	1364	👨‍⚖️	2016	People & Body	person-role	man judge
\x{1F1F1 1F1FA}	1365	🇱🇺	2015	Flags	country-flag	flag: Luxembourg
\x{1F6C4}	1366	🛄	2015	Symbols	transport-sign	baggage claim
\x{2195 FE0F}	1367	↕️	2010	Symbols	arrow	up-down arrow
\x{1F1E6 1F1E8}	1368	🇦🇨	2015	Flags	country-flag	flag: Ascension Island
\x{1F1FC 1F1F8}	1369	🇼🇸	2015	Flags	country-flag	flag: Samoa
\x{1F566}	1370	🕦	2014	Travel & Places	time	eleven-thirty
\x{1F6B1}	1371	🚱	2015	Symbols	warning	non-potable water
\x{1F563}	1372	🕣	2014	Travel & Places	time	eight-thirty
\x{1F1F2 1F1F0}	1373	🇲🇰	2015	Flags	country-flag	flag: North Macedonia
\x{1F469 200D 1F3ED}	1374	👩‍🏭	2016	People & Body	person-role	woman factory worker
\x{1F1F0 1F1FF}	1375	🇰🇿	2015	Flags	country-flag	flag: Kazakhstan
\x{1F21A}	1376	🈚	2010	Symbols	alphanum	Japanese “free of charge” button
\x{1F232}	1377	🈲	2010	Symbols	alphanum	Japanese “prohibited” button
\x{1F520}	1378	🔠	2010	Symbols	alphanum	input latin uppercase
\x{1F6F7}	1379	🛷	2017	Activities	sport	sled
\x{1F1E7 1F1FE}	1380	🇧🇾	2015	Flags	country-flag	flag: Belarus
\x{1F1F1 1F1E6}	1381	🇱🇦	2015	Flags	country-flag	flag: Laos
\x{1F1F4 1F1F2}	1382	🇴🇲	2015	Flags	country-flag	flag: Oman
\x{1F1E6 1F1F6}	1383	🇦🇶	2015	Flags	country-flag	flag: Antarctica
\x{1F4C7}	1384	📇	2010	Objects	office	card index
\x{1F5B2 FE0F}	1385	🖲️	2014	Objects	computer	trackball
\x{1F1F9 1F1EC}	1386	🇹🇬	2015	Flags	country-flag	flag: Togo
\x{1F1EC 1F1FE}	1387	🇬🇾	2015	Flags	country-flag	flag: Guyana
\x{1F564}	1388	🕤	2014	Travel & Places	time	nine-thirty
\x{1F1F2 1F1F1}	1389	🇲🇱	2015	Flags	country-flag	flag: Mali
\x{1F1FB 1F1E8}	1390	🇻🇨	2015	Flags	country-flag	flag: St. Vincent & Grenadines
\x{1F1E6 1F1FD}	1391	🇦🇽	2015	Flags	country-flag	flag: Åland Islands
\x{1F567}	1392	🕧	2014	Travel & Places	time	twelve-thirty
\x{1F1FA 1F1FF}	1393	🇺🇿	2015	Flags	country-flag	flag: Uzbekistan
\x{1F5C3 FE0F}	1394	🗃️	2014	Objects	office	card file box
\x{1F238}	1395	🈸	2010	Symbols	alphanum	Japanese “application” button
\x{1F1EC 1F1F1}	1396	🇬🇱	2015	Flags	country-flag	flag: Greenland
\x{1F1E6 1F1EE}	1397	🇦🇮	2015	Flags	country-flag	flag: Anguilla
\x{1F469 200D 1F467 200D 1F466}	1398	👩‍👧‍👦	2016	People & Body	family	family: woman, girl, boy
\x{1F233}	1399	🈳	2010	Symbols	alphanum	Japanese “vacancy” button
\x{1F5DC FE0F}	1400	🗜️	2014	Objects	tool	clamp
\x{1F562}	1401	🕢	2014	Travel & Places	time	seven-thirty
\x{1F560}	1402	🕠	2014	Travel & Places	time	five-thirty
\x{1F1E6 1F1F8}	1403	🇦🇸	2015	Flags	country-flag	flag: American Samoa
\x{1F1E6 1F1EC}	1404	🇦🇬	2015	Flags	country-flag	flag: Antigua & Barbuda
\x{1F1E7 1F1EB}	1405	🇧🇫	2015	Flags	country-flag	flag: Burkina Faso
\x{1F1FB 1F1E6}	1406	🇻🇦	2015	Flags	country-flag	flag: Vatican City
\x{1F1F1 1F1F0}	1407	🇱🇰	2015	Flags	country-flag	flag: Sri Lanka
\x{1F55F}	1408	🕟	2014	Travel & Places	time	four-thirty
\x{1F1E7 1F1FB}	1409	🇧🇻	2015	Flags	country-flag	flag: Bouvet Island
\x{1F1E6 1F1FC}	1410	🇦🇼	2015	Flags	country-flag	flag: Aruba
\x{1F1F2 1F1EB}	1411	🇲🇫	2015	Flags	country-flag	flag: St. Martin
\x{1F1E7 1F1F8}	1412	🇧🇸	2015	Flags	country-flag	flag: Bahamas
\x{1F1F1 1F1F9}	1413	🇱🇹	2015	Flags	country-flag	flag: Lithuania
\x{1F1E7 1F1EE}	1414	🇧🇮	2015	Flags	country-flag	flag: Burundi
\x{1F1ED 1F1F2}	1415	🇭🇲	2015	Flags	country-flag	flag: Heard & McDonald Islands
\x{1F1F0 1F1F5}	1416	🇰🇵	2015	Flags	country-flag	flag: North Korea
\x{1F1EA 1F1F7}	1417	🇪🇷	2015	Flags	country-flag	flag: Eritrea
\x{1F1F9 1F1F4}	1418	🇹🇴	2015	Flags	country-flag	flag: Tonga
\x{1F1F8 1F1F0}	1419	🇸🇰	2015	Flags	country-flag	flag: Slovakia
\x{1F1FB 1F1FA}	1420	🇻🇺	2015	Flags	country-flag	flag: Vanuatu
\x{1F1F0 1F1ED}	1421	🇰🇭	2015	Flags	country-flag	flag: Cambodia
\x{1F1F9 1F1F2}	1422	🇹🇲	2015	Flags	country-flag	flag: Turkmenistan
\x{23F9 FE0F}	1423	⏹️	2014	Symbols	av-symbol	stop button
\x{1F1F8 1F1F1}	1424	🇸🇱	2015	Flags	country-flag	flag: Sierra Leone
\x{1F1F9 1F1E9}	1425	🇹🇩	2015	Flags	country-flag	flag: Chad
\x{1F468 200D 1F467}	1426	👨‍👧	2016	People & Body	family	family: man, girl
\x{1F1FB 1F1EC}	1427	🇻🇬	2015	Flags	country-flag	flag: British Virgin Islands
\x{1F1F9 1F1FB}	1428	🇹🇻	2015	Flags	country-flag	flag: Tuvalu
\x{1F1EE 1F1E8}	1429	🇮🇨	2015	Flags	country-flag	flag: Canary Islands
\x{1F1F9 1F1EF}	1430	🇹🇯	2015	Flags	country-flag	flag: Tajikistan
\x{1F469 200D 1F467 200D 1F467}	1431	👩‍👧‍👧	2016	People & Body	family	family: woman, girl, girl
\x{1F468 200D 1F468 200D 1F467}	1432	👨‍👨‍👧	2015	People & Body	family	family: man, man, girl
\x{1F1F0 1F1EC}	1433	🇰🇬	2015	Flags	country-flag	flag: Kyrgyzstan
\x{1F1E8 1F1EC}	1434	🇨🇬	2015	Flags	country-flag	flag: Congo - Brazzaville
\x{1F1EC 1F1E6}	1435	🇬🇦	2015	Flags	country-flag	flag: Gabon
\x{1F1F2 1F1F4}	1436	🇲🇴	2015	Flags	country-flag	flag: Macao SAR China
\x{1F1F2 1F1FA}	1437	🇲🇺	2015	Flags	country-flag	flag: Mauritius
\x{1F1FD 1F1F0}	1438	🇽🇰	2015	Flags	country-flag	flag: Kosovo
\x{1F1F8 1F1EE}	1439	🇸🇮	2015	Flags	country-flag	flag: Slovenia
\x{1F1F2 1F1F2}	1440	🇲🇲	2015	Flags	country-flag	flag: Myanmar (Burma)
\x{1F1E8 1F1FE}	1441	🇨🇾	2015	Flags	country-flag	flag: Cyprus
\x{1F6C3}	1442	🛃	2015	Symbols	transport-sign	customs
\x{1F1E7 1F1F9}	1443	🇧🇹	2015	Flags	country-flag	flag: Bhutan
\x{1F1E7 1F1F2}	1444	🇧🇲	2015	Flags	country-flag	flag: Bermuda
\x{1F468 200D 1F466 200D 1F466}	1445	👨‍👦‍👦	2016	People & Body	family	family: man, boy, boy
\x{1F1EA 1F1ED}	1446	🇪🇭	2015	Flags	country-flag	flag: Western Sahara
\x{1F237 FE0F}	1447	🈷️	2010	Symbols	alphanum	Japanese “monthly amount” button
\x{1F1F2 1F1EA}	1448	🇲🇪	2015	Flags	country-flag	flag: Montenegro
\x{1F1F8 1F1F8}	1449	🇸🇸	2015	Flags	country-flag	flag: South Sudan
\x{1F1F7 1F1FC}	1450	🇷🇼	2015	Flags	country-flag	flag: Rwanda
\x{1F1F2 1F1F7}	1451	🇲🇷	2015	Flags	country-flag	flag: Mauritania
\x{1F1F2 1F1F9}	1452	🇲🇹	2015	Flags	country-flag	flag: Malta
\x{1F1E8 1F1E8}	1453	🇨🇨	2015	Flags	country-flag	flag: Cocos (Keeling) Islands
\x{1F1F8 1F1F7}	1454	🇸🇷	2015	Flags	country-flag	flag: Suriname
\x{1F468 200D 1F468 200D 1F466 200D 1F466}	1455	👨‍👨‍👦‍👦	2015	People & Body	family	family: man, man, boy, boy
\x{1F6C5}	1456	🛅	2015	Symbols	transport-sign	left luggage
\x{1F1F2 1F1F3}	1457	🇲🇳	2015	Flags	country-flag	flag: Mongolia
\x{1F468 200D 1F468 200D 1F466}	1458	👨‍👨‍👦	2015	People & Body	family	family: man, man, boy
\x{1F1F2 1F1EC}	1459	🇲🇬	2015	Flags	country-flag	flag: Madagascar
\x{1F521}	1460	🔡	2010	Symbols	alphanum	input latin lowercase
\x{1F1F1 1F1F8}	1461	🇱🇸	2015	Flags	country-flag	flag: Lesotho
\x{1F469 200D 1F466 200D 1F466}	1462	👩‍👦‍👦	2016	People & Body	family	family: woman, boy, boy
\x{1F1FE 1F1F9}	1463	🇾🇹	2015	Flags	country-flag	flag: Mayotte
\x{1F1F8 1F1EF}	1464	🇸🇯	2015	Flags	country-flag	flag: Svalbard & Jan Mayen
\x{1F1F9 1F1F1}	1465	🇹🇱	2015	Flags	country-flag	flag: Timor-Leste
\x{1F1F2 1F1E9}	1466	🇲🇩	2015	Flags	country-flag	flag: Moldova
\x{1F1E8 1F1FB}	1467	🇨🇻	2015	Flags	country-flag	flag: Cape Verde
\x{1F1F2 1F1FF}	1468	🇲🇿	2015	Flags	country-flag	flag: Mozambique
\x{1F5C2 FE0F}	1469	🗂️	2014	Objects	office	card index dividers
\x{1F1EE 1F1F4}	1470	🇮🇴	2015	Flags	country-flag	flag: British Indian Ocean Territory
\x{1F1F9 1F1E8}	1471	🇹🇨	2015	Flags	country-flag	flag: Turks & Caicos Islands
\x{1F1F3 1F1E6}	1472	🇳🇦	2015	Flags	country-flag	flag: Namibia
\x{1F1EC 1F1FC}	1473	🇬🇼	2015	Flags	country-flag	flag: Guinea-Bissau
\x{1F1F2 1F1FB}	1474	🇲🇻	2015	Flags	country-flag	flag: Maldives
\x{1F468 200D 1F3ED}	1475	👨‍🏭	2016	People & Body	person-role	man factory worker
\x{1F1EC 1F1FA}	1476	🇬🇺	2015	Flags	country-flag	flag: Guam
\x{1F1F9 1F1E6}	1477	🇹🇦	2015	Flags	country-flag	flag: Tristan da Cunha
\x{1F469 200D 1F469 200D 1F467 200D 1F467}	1478	👩‍👩‍👧‍👧	2015	People & Body	family	family: woman, woman, girl, girl
\x{1F1E7 1F1F1}	1479	🇧🇱	2015	Flags	country-flag	flag: St. Barthélemy
\x{1F1F3 1F1EB}	1480	🇳🇫	2015	Flags	country-flag	flag: Norfolk Island
\x{1F202 FE0F}	1481	🈂️	2010	Symbols	alphanum	Japanese “service charge” button
\x{1F523}	1482	🔣	2010	Symbols	alphanum	input symbols
\x{1F1F7 1F1EA}	1483	🇷🇪	2015	Flags	country-flag	flag: Réunion
\x{1F1F0 1F1F2}	1484	🇰🇲	2015	Flags	country-flag	flag: Comoros
\x{1F469 200D 1F469 200D 1F466}	1485	👩‍👩‍👦	2015	People & Body	family	family: woman, woman, boy
\x{1F1F1 1F1E8}	1486	🇱🇨	2015	Flags	country-flag	flag: St. Lucia
